x,y,z,intensity
-8.989999890327453613e-01,-1.158300018310546875e+01,7.178999900817871094e+00,1.065353216000000000e+09
-1.251999974250793457e+00,-1.155300045013427734e+01,7.063000202178955078e+00,1.065353216000000000e+09
-1.615000009536743164e+00,-1.152900028228759766e+01,6.960000038146972656e+00,1.065353216000000000e+09
-2.003000020980834961e+00,-1.150399971008300781e+01,6.875000000000000000e+00,1.065353216000000000e+09
-6.549999713897705078e-01,-1.167899990081787109e+01,7.235000133514404297e+00,1.065353216000000000e+09
-1.006000041961669922e+00,-1.169900035858154297e+01,7.131999969482421875e+00,1.065353216000000000e+09
-1.373000025749206543e+00,-1.172799968719482422e+01,7.045000076293945312e+00,1.065353216000000000e+09
-1.754999995231628418e+00,-1.168400001525878906e+01,6.933000087738037109e+00,1.065353216000000000e+09
-4.070000052452087402e-01,-1.179800033569335938e+01,7.308000087738037109e+00,1.065353216000000000e+09
-7.549999952316284180e-01,-1.181499958038330078e+01,7.186999797821044922e+00,1.065353216000000000e+09
-1.116000056266784668e+00,-1.187800025939941406e+01,7.102000236511230469e+00,1.065353216000000000e+09
-1.501000046730041504e+00,-1.187399959564208984e+01,6.998000144958496094e+00,1.065353216000000000e+09
-1.550000011920928955e-01,-1.189000034332275391e+01,7.368999958038330078e+00,1.065353216000000000e+09
-4.979999959468841553e-01,-1.195600032806396484e+01,7.261000156402587891e+00,1.065353216000000000e+09
-8.550000190734863281e-01,-1.201799964904785156e+01,7.157999992370605469e+00,1.065353216000000000e+09
-1.238999962806701660e+00,-1.207699966430664062e+01,7.071000099182128906e+00,1.065353216000000000e+09
9.899999946355819702e-02,-1.197299957275390625e+01,7.427000045776367188e+00,1.065353216000000000e+09
-2.370000034570693970e-01,-1.208100032806396484e+01,7.327000141143798828e+00,1.065353216000000000e+09
-5.889999866485595703e-01,-1.217500019073486328e+01,7.228000164031982422e+00,1.065353216000000000e+09
-9.670000076293945312e-01,-1.224100017547607422e+01,7.125999927520751953e+00,1.065353216000000000e+09
3.589999973773956299e-01,-1.207999992370605469e+01,7.501999855041503906e+00,1.065353216000000000e+09
2.800000086426734924e-02,-1.219900035858154297e+01,7.393000125885009766e+00,1.065353216000000000e+09
-3.140000104904174805e-01,-1.232199954986572266e+01,7.293000221252441406e+00,1.065353216000000000e+09
-6.899999976158142090e-01,-1.245199966430664062e+01,7.214000225067138672e+00,1.065353216000000000e+09
6.219999790191650391e-01,-1.216800022125244141e+01,7.571000099182128906e+00,1.065353216000000000e+09
3.000000119209289551e-01,-1.233100032806396484e+01,7.471000194549560547e+00,1.065353216000000000e+09
-3.500000014901161194e-02,-1.249499988555908203e+01,7.377999782562255859e+00,1.065353216000000000e+09
-4.029999971389770508e-01,-1.263300037384033203e+01,7.284999847412109375e+00,1.065353216000000000e+09
8.889999985694885254e-01,-1.225800037384033203e+01,7.643000125885009766e+00,1.065353216000000000e+09
5.780000090599060059e-01,-1.244499969482421875e+01,7.540999889373779297e+00,1.065353216000000000e+09
2.509999871253967285e-01,-1.265200042724609375e+01,7.458000183105468750e+00,1.065353216000000000e+09
