x,y,z,intensity
3.050000071525573730e-01,-8.199999928474426270e-01,8.360000252723693848e-01,1.065353216000000000e+09
3.000000119209289551e-01,-8.489999771118164062e-01,8.240000009536743164e-01,1.065353216000000000e+09
3.190000057220458984e-01,-7.279999852180480957e-01,8.280000090599060059e-01,1.065353216000000000e+09
3.199999928474426270e-01,-7.659999728202819824e-01,8.270000219345092773e-01,1.065353216000000000e+09
3.199999928474426270e-01,-8.059999942779541016e-01,8.270000219345092773e-01,1.065353216000000000e+09
3.089999854564666748e-01,-8.149999976158142090e-01,7.940000295639038086e-01,1.065353216000000000e+09
3.339999914169311523e-01,-7.200000286102294922e-01,8.280000090599060059e-01,1.065353216000000000e+09
3.359999954700469971e-01,-7.559999823570251465e-01,8.230000138282775879e-01,1.065353216000000000e+09
3.269999921321868896e-01,-7.699999809265136719e-01,7.969999909400939941e-01,1.065353216000000000e+09
3.230000138282775879e-01,-7.929999828338623047e-01,7.779999971389770508e-01,1.065353216000000000e+09
3.440000116825103760e-01,-7.039999961853027344e-01,8.190000057220458984e-01,1.065353216000000000e+09
3.459999859333038330e-01,-7.369999885559082031e-01,8.100000023841857910e-01,1.065353216000000000e+09
3.370000123977661133e-01,-7.469999790191650391e-01,7.789999842643737793e-01,1.065353216000000000e+09
3.280000090599060059e-01,-7.549999952316284180e-01,7.450000047683715820e-01,1.065353216000000000e+09
3.569999933242797852e-01,-6.930000185966491699e-01,8.159999847412109375e-01,1.065353216000000000e+09
3.529999852180480957e-01,-7.099999785423278809e-01,7.889999747276306152e-01,1.065353216000000000e+09
2.899999916553497314e-01,-6.060000061988830566e-01,6.370000243186950684e-01,1.065353216000000000e+09
2.779999971389770508e-01,-6.000000238418579102e-01,5.960000157356262207e-01,1.065353216000000000e+09
3.700000047683715820e-01,-6.819999814033508301e-01,8.119999766349792480e-01,1.065353216000000000e+09
3.059999942779541016e-01,-5.820000171661376953e-01,6.539999842643737793e-01,1.065353216000000000e+09
2.989999949932098389e-01,-5.889999866485595703e-01,6.250000000000000000e-01,1.065353216000000000e+09
2.939999997615814209e-01,-5.960000157356262207e-01,5.979999899864196777e-01,1.065353216000000000e+09
3.260000050067901611e-01,-5.730000138282775879e-01,6.909999847412109375e-01,1.065353216000000000e+09
